formula,name,category,information,Reference,Hydrogen_storage,optimum_Hydrogen_storage,method,image
Zn3Rb2[Ru(CN)6]2.6H2O,Zn3Rb2[Ru(CN)6]2.6H2O,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3c) a = b = 12.8296(5)?, c = 33.0563(1)?","1. J. Phys. Chem. C 2008, 112, 17443�17449.","75K, 1bar:1.3%",1.3,,['http://www.hydrsm.csdb.cn/chuqing/00207g1.png']
Zn3Rb2[Fe(CN)6]2.6.8H2O,Zn3Rb2[Fe(CN)6]2.6.8H2O,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3c) a = b = 12.5013(2)?, c = 32.512 (1)?","1. J. Phys. Chem. C 2008, 112, 17443�17449.","75K, 1bar:1.19%",1.19,,['http://www.hydrsm.csdb.cn/chuqing/00206g1.png']
Rb2Zn3[Fe(CN)6]2,Rb2Zn3[Fe(CN)6]2,"Porous material, physical forces, single-crystal",,"1. Chem. Commun., 2007, 4486-4488.","77K, 1.19bar:1.1%",1.1,,['http://www.hydrsm.csdb.cn/chuqing/00202g1.png']
Zn3K2[Ru(CN)6]2.6H2O,Zn3K2[Ru(CN)6]2.6H2O,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3c) a = b = 12.8759(1)?, c = 32.6814(6)?","1. J. Phys. Chem. C 2008, 112, 17443�17449.","75K, 1bar:1.5%",1.5,,['http://www.hydrsm.csdb.cn/chuqing/00204g1.png']
Zn3K2[Fe(CN)6]2.6.8H2O,Zn3K2[Fe(CN)6]2.6.8H2O,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3c) a = b = 12.5409(3)?, c = 32.158(1)?","1. J. Phys. Chem. C 2008, 112, 17443�17449.","75K, 1bar:1.66%",1.66,,['http://www.hydrsm.csdb.cn/chuqing/00203g1.png']
Zn3K2[Os(CN)6]2.5.6H2O,Zn3K2[Os(CN)6]2.5.6H2O,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3c) a = b = 12.8709(5)?, c = 32.6447(6)?","1. J. Phys. Chem. C 2008, 112, 17443�17449.","75K, 1bar:1.7%",1.7,,['http://www.hydrsm.csdb.cn/chuqing/00205g1.png']
Cu2[Fe(CN)6],Cu2[Fe(CN)6],"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:2.3%",2.3,,['http://www.hydrsm.csdb.cn/chuqing/00188g1.png']
K2Zn3[Fe(CN)6]2,K2Zn3[Fe(CN)6]2,"Porous material, physical forces, single-crystal",,"1. Chem. Commun., 2007, 4486-4488.","77K, 1.19bar:1.2%",1.2,,['http://www.hydrsm.csdb.cn/chuqing/00201g1.png']
Ni2[Fe(CN)6],Ni2[Fe(CN)6],"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:1.1%",1.1,,['http://www.hydrsm.csdb.cn/chuqing/00187g1.png']
Co2[Fe(CN)6],Co2[Fe(CN)6],"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:0.9%",0.9,,['http://www.hydrsm.csdb.cn/chuqing/00186g1.png']
Fe4[Fe(CN)6]3,Fe4[Fe(CN)6]3,"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:1.6%",1.6,,['http://www.hydrsm.csdb.cn/chuqing/00184g1.png']
Mn2[Fe(CN)6],Mn2[Fe(CN)6],"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:0.0%",,,['http://www.hydrsm.csdb.cn/chuqing/00185g1.png']
[Zn4(O)(mip)3(DMF)2].3DMF.H2O,[Zn4(O)(mip)3(DMF)2].3DMF.H2O,"Porous material, physical forces, single-crystal","Orthorhombic, (P212121) a = 16.215(3) ?, alpha = 90 deg. b = 17.174(3) ?, beta = 90 deg. c = 18.104(4) ?, gamma = 90 deg.","1. Inorg. Chem. 2009, 48, 417-419.","77K, 0.96 bar: 2.1%",2.1,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00182g1.png']
Zn4O(T2DC)(BTB)4/3,UMCM-2,"Porous material, physical forces, single-crystal","Hexagonal, (P63/m) a = 42.1589(8) ?, alpha = 90 deg. b = 42.1589(8) ?, beta = 90 deg. c = 52.5682(10) ?, gamma = 120 deg.","1. J. Am. Chem. Soc. 2009, 131, 4184-4185.","77K, 1 bar: 1.32%; 77K, 46 bar: 6.87%.",6.87,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00181g1.png']
Ga[Co(CN)6],Ga[Co(CN)6],"Porous material, physical forces, single-crystal",,"1. Catal. Today, 2007, 120, 311-316.","77K, 1bar:1.4%",1.4,,['http://www.hydrsm.csdb.cn/chuqing/00183g1.png']
[Cu2(BPnDC)2(bpy)].8DMF.6H2O,SNU-6,"Porous material, physical forces, single-crystal","Tetragonal, (I41/amd) a = 28.000(1) ?, alpha = 90 deg. b = 28.000(1) ?, beta = 90 deg. c = 43.969(1) ?, gamma = 90 deg.","1. Chem. Eur. J. 2008, 14, 8812-8821.","77K, 1 bar: 1.68%.",1.68,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00169g1.png']
[Zn2(BPnDC)2(dabco)].13DMF.3H2O,[Zn2(BPnDC)2(dabco)].13DMF.3H2O,"Porous material, physical forces, single-crystal","Tetragonal, (I41/amd) a = 19.423(1) ?, alpha = 90 deg. b = 19.423(1) ?, beta = 90 deg. c = 50.966(1) ?, gamma = 90 deg.","1. Chem. Eur. J. 2008, 14, 8812-8821.",,,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00170g1.png']
[Cu2(C2v-mdip)(H2O)2].3DMSO,PCN-12',"Porous material, physical forces, single-crystal","Hexagonal, (P63/mmc) a = 18.07(2) ?, alpha = 90 deg. b = 18.07(2) ?, beta = 90 deg. c = 19.34(2) ?, gamma = 120 deg.","1. Angew. Chem. Int. Ed. 2008, 47, 7263-7266.","77K, 1 bar: 2.4%.",2.4,Solvothermal,"['http://www.hydrsm.csdb.cn/chuqing/00168g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00168g2.png']"
Co2(BIPA-TC),Co2(BIPA-TC),"Porous material, physical forces, single-crystal","Cubic, (Pa-3) a = 39.288(22) ?, alpha = 90 deg. b = 39.288(22) ?, beta = 90 deg. c = 39.288(22) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 1560-1561",,,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00164g1.png']
Ni2(ATC),Ni2(ATC),"Porous material, physical forces, single-crystal","Cubic, (Fm-3) a =31.3400(7) ?, alpha = 90 deg. b = 31.3400(7) ?, beta = 90 deg. c = 31.3400(7) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 1560-1561.","77K, 1 bar: 0.6%.",0.6,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00163g1.png']
Cu(F-pymo)2,Cu(F-pymo)2,"Porous material, physical forces, single-crystal","Tetragonal, (I41md) a =20.824(2) ?, alpha = 90 deg. b = 20.824(2) ?, beta = 90 deg. c = 10.0010(8) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 3978-3984","90K, 1.2 bar: 0.56%.",0.56,water-ammonia diffusion,['http://www.hydrsm.csdb.cn/chuqing/00166g1.png']
"Cu(4,4'-bipyridine)2(CF3SO3)2","Cu(4,4'-bipyridine)2(CF3SO3)2","Porous material, physical forces, single-crystal","Tetragonal, (P42nm) a =1.9933(5) ?, alpha = 90 deg. b = 1.9933(5) ?, beta = 90 deg. c = 0.9645(5) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 6367-6372.","40K, 1 bar: 1.4%.",1.4,Solvothermal,['http://www.hydrsm.csdb.cn/chuqing/00165g1.png']
[Cu6(Cs-mdip)2(C2v-mdip)(H2O)6].3DMA.6H2O,PCN-12,"Porous material, physical forces, single-crystal","Tetragonal, (P4/mmm) a = 32.868(4) ?, alpha = 90 deg. b = 32.868(4) ?, beta = 90 deg. c = 22.627(4) ?, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2008, 47, 7263-7266.","77K, 1 bar: 3.05%.",3.05,Solvothermal,"['http://www.hydrsm.csdb.cn/chuqing/00167g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00167g2.png']"
"Ni(HBTC)(4,4'-bipy).3DMF","Ni(HBTC)(4,4'-bipy).3DMF","Porous material, physical forces, single-crystal",,"1. Inorg. Chem. 2008, 47, 10372-10377.","77K, 1 bar: 3.42%; 298K, 1 bar: 1.20%.",3.42,Mild solution method,['http://www.hydrsm.csdb.cn/chuqing/00161g1.png']
"Co(HBTC)(4,4'-bipy).3DMF","Co(HBTC)(4,4'-bipy).3DMF","Porous material, physical forces, single-crystal",,"1. Inorg. Chem. 2008, 47, 10372-10377","77K, 1 bar: 2.05%; 298K, 1 bar: 0.96%.",2.05,Solvothermal,[]
Zn(IM)2.(DMF)(H2O),ZIF-4cag,"Porous material, physical forces, single-crystal","Orthorhombic, (Pbca) a = 15.395 (2) ?, alpha = 90 deg. b = 15.395 (2) ?, beta = 90 deg. c = 18.426 (2) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00126g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00126g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00126g3.png']"
Zn(IM)2,ZIF-3dft,"Porous material, physical forces, single-crystal","Tetragonal, (P42/mnm) a = 18.970 (2) ?, alpha = 90 deg. b = 18.970 (2) ?, beta = 90 deg. c = 16.740 (3) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00125g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00125g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00125g3.png']"
Mo3(btc)2,TUDMOF-1,"Porous material, physical forces, single-crystal","Cubic, (Fm-3m) a = 27.129 ?, alpha = 90 deg. b = 27.129 ?, beta = 90 deg. c = 27.129 ?, gamma = 90 deg.","1. J. Mater. Chem., 2006, 16, 2245-2248.","77K, 1 bar: 1.75%.",1.75,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00121g1.png']
Cu3(bhtc)2,UMCM-150,"Porous material, physical forces, single-crystal","Hexagonal, (P63/mmc) a = 18.3532(11) ?, alpha = 90 deg. b = 18.3532(11) ?, beta = 90 deg. c = 40.667(3) ?, gamma = 120 deg.","1. J. Am. Chem. Soc. 2007, 129, 15740-15741.","77K, 1 bar: 2.1%; 77K, 45 bar: 5.7%;",5.7,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00122g1.png']
"Zn(bdc)(4,4'-bipy)0.5",MOF-508,"Porous material, physical forces, single-crystal","Triclinic, (P-1) a = 7.7911(18) ?, alpha = 65.320(7) deg. b = 9.2984(18) ?, beta = 86.199(7) deg. c = 10.6284(19) ?, gamma = 78.145(7) deg.","1. Angew. Chem. Int. Ed. 2006, 45, 1390-1393.","77K, 1 bar: 0.8%.",0.8,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00136g1.png']
Zn(IM)2.(Me2NH),ZIF-1crb,"Porous material, physical forces, single-crystal","Monoclinic, (P21/n) a = 9.740 (2) ?, alpha = 90 deg. b = 15.266 (3) ?, beta = 98.62(3) deg. c = 14.936 (3) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,[]
Zn(IM)2,ZIF-2crb,"Porous material, physical forces, single-crystal","Orthorhombic, (Pbca) a = 9.679 (3) ?, alpha = 90 deg. b = 24.114 (6) ?, beta = 90 deg. c = 24.114 (6) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00124g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00124g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00124g3.png']"
"Zn(ADC)(4,4'-Bpe)0.5","Zn(ADC)(4,4'-Bpe)0.5","Porous material, physical forces, single-crystal","Monoclinic, (C2/c) a = 20.1473(13) ?, alpha = 90 deg. b = 27.5052(18) ?, beta = 97.021 (3) deg. c = 32.588(2) ?, gamma = 90 deg.","1. Inorg. Chem. 2007, 46, 8490-8492.","77K, 1 bar: 0.62%.",0.62,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00135g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00135g2.png']"
Co(PhIM)2,ZIF-12rho,"Porous material, physical forces, single-crystal","Cubic, (Pm-3m) a = 28.7595(1) ?, alpha = 90 deg. b = 28.7595(1) ?, beta = 90 deg. c = 28.7595(1) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,[]
Zn(PhIM)2.(DEF)0.9,ZIF-11rho,"Porous material, physical forces, single-crystal","Cubic, (Pm-3m) a = 28.7595(1) ?, alpha = 90 deg. b = 28.7595(1) ?, beta = 90 deg. c = 28.7595(1) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.","77K, 1 bar: 1.37%.",1.37,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00133g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00133g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00133g3.png']"
Sm2Co3(oxdc)6,Sm2Co3(oxdc)6,"Porous material, physical forces, single-crystal","Cubic, (Fd-3c) a = 25.9723(6) ?, alpha = 90 deg. b = 25.9723(6) ?, beta = 90 deg. c = 25.9723(6) ?, gamma = 90 deg.","1. Inorg. Chem. 2007, 46, 4530-4534.",,,Hydrothermal,['http://www.hydrsm.csdb.cn/chuqing/00119g1.png']
Sc(bdc)3,Sc(bdc)3,"Porous material, physical forces, single-crystal","Orthorhombic, (Fddd) a = 8.7433(5) ?, alpha = 90 deg. b = 20.7448(11) ?, beta = 90 deg. c = 34.3664(18) ?, gamma = 90 deg.","1. Chem. Mater. 2005, 17, 5837-5842.","77K, 1 bar: 1.5%.",1.5,Hydrothermal,['http://www.hydrsm.csdb.cn/chuqing/00118g1.png']
Co(PhIM)2.(DMF)(H2O),ZIF-9sod,"Porous material, physical forces, single-crystal","Hexagonal, (R-3) a = 22.9437 (2) ?, alpha = 90 deg. b = 22.9437 (2) ?, beta = 90 deg. c = 15.747 (2) ?, gamma = 120 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,[]
Sm2Zn3(oxdc)6,Sm2Zn3(oxdc)6,"Porous material, physical forces, single-crystal","Hexagonal, (P6/mcc) a = 14.8127(14) ?, alpha = 90 deg. b = 14.8127(14) ?, beta = 90 deg. c = 15.613(3) ?, gamma = 120 deg.","1. Inorg. Chem. 2007, 46, 4530-4534.","77K, 34 bar: 1.19%; 298K, 35 bar: 0.54%.",1.19,Hydrothermal,['http://www.hydrsm.csdb.cn/chuqing/00120g1.png']
Cd(2-pmc)2,rho-ZMOF,"Porous material, physical forces, single-crystal","Cubic, (Im-3m) a = 30.070(7) ?, alpha = 90 deg. b = 30.070(7) ?, beta = 90 deg. c = 30.070(7) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 3768-3770.","77K, 1 bar: 1.16%.",1.16,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00117g1.png']
Zn(IM)2,ZIF-10mer,"Porous material, physical forces, single-crystal","Tetragonal, (I4/mmm) a = 27.0608(2) ?, alpha = 90 deg. b = 27.0608(2) ?, beta = 90 deg. c = 19.406 (3) ?, gamma = 90 deg.","1. Natl. Acad. Sci. U.S.A., 2006, 103, 10186-10191.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00132g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00132g2.png', 'http://www.hydrsm.csdb.cn/chuqing/00132g3.png']"
Pd(2-pymo)2,Pd(2-pymo)2,"Porous material, physical forces, single-crystal","Cubic, (Pn-3m) a = 16.342(1) ?, alpha = 90 deg. b = 16.342(1) ?, beta = 90 deg. c = 16.342(1) ?, gamma = 90 deg.","1. Inorg. Chem. 2006, 45, 2397-2399","77K, 1.2 bar: 1.29%.",1.29,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00115g1.png']
"In(4,6-pmdc)2",sod-ZMOF,"Porous material, physical forces, single-crystal","Cubic, (Im-3m) a = 18.761(4) ?, alpha = 90 deg. b = 18.761(4) ?, beta = 90 deg. c = 18.761(4) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 3768-3770.","77K, 1 bar: 0.9%.",0.9,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00116g1.png']
Yb4(?4-H2O)(C24H12N3O6)8/3(SO4)2.3H2O.10DMSO,PCN-17,"Porous material, physical forces, single-crystal","Cubic, (Im-3m) a = 26.2253(2) ?, alpha = 90 deg. b = 26.2253(2) ?, beta = 90 deg. c = 26.2253(2) ?, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2008, 47, 4130-4133.","77K, 1 bar: 0.94%.",0.94,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00114g1.png']
Cu2(sbtc)(H2O)2.3DMA,PCN-11,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3) a = 18.795(3) ?, alpha = 90 deg. b = 18.795(3) ?, beta = 90 deg. c = 31.280(9) ?, gamma = 120 deg.","1. Chem. Mater. 2008, 20, 3145-3152.","77K, 1 bar: 2.55%; 77K, 20 bar: 5.05%.",5.05,Solovthremal,[]
Zn4O(abc)3,PCN-13,"Porous material, physical forces, single-crystal","Cubic, (I-43d) a = 28.790(1) ?, alpha = 90 deg. b = 28.790(1) ?, beta = 90 deg. c = 28.790(1) ?, gamma = 90 deg.","1. Inorg. Chem. 2007, 46, 8499-8501.","77K, 1 bar: 0.41%.",0.41,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00113g1.png']
[Zn7O2(pba)5(H2O)2].5DMF.4EtOH.6H2O,[Zn7O2(pba)5(H2O)2].5DMF.4EtOH.6H2O,"Porous material, physical forces, single-crystal","Tetragonal, (I4cm) a = 34.6957(5) ?, alpha = 90 deg. b = 34.6957(5) ?, beta = 90 deg. c = 41.0328(12) ?, gamma = 90 deg.","1. Chem. Eur. J. 2006, 12, 3754 3754-3758.","298K, 71.4 bar: 1.01%.",1.01,Solvent diffusion,['http://www.hydrsm.csdb.cn/chuqing/00160g1.png']
[Zn4O(NTB)2].3DEF.EtOH,[Zn4O(NTB)2].3DEF.EtOH,"Porous material, physical forces, single-crystal","Cubic, (Ia-3) a = 22.541(5) ?, alpha = 90 deg. b = 22.541(5) ?, beta = 90 deg. c = 22.541(5) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2005, 127, 6374-6381","77K, 1 bar: 1.9%.",1.9,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00159g1.png']
Cu2(abtc)(H2O)2.3DMA,PCN-10,"Porous material, physical forces, single-crystal","Rhombohedral, (R-3) a = 18.799(15) ?, alpha = 90 deg. b = 18.799(15) ?, beta = 90 deg. c = 30.61(4) ?, gamma = 120 deg.","1. Chem. Mater. 2008, 20, 3145-3152.","77K, 1 bar: 2.34%; 77K, 20 bar: 4.33%.",4.33,Solovthremal,['http://www.hydrsm.csdb.cn/chuqing/00111g1.png']
[Zn4(?4-O)(L2)3].5DMF.5C2H5OH.H2O,[Zn4(?4-O)(L2)3].5DMF.5C2H5OH.H2O,"Porous material, physical forces, single-crystal","Trigonal, (R3) a = 36.649(1) ?, alpha = 90 deg. b = 36.649(1) ?, beta = 90 deg. c = 10.918(1) ?, gamma = 120 deg.","1. Angew. Chem. Int. Ed. 2005, 44, 72-75.","77K, 48 bar: 0.98%.",0.98,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00158g1.png']
[Zn4(?4-O)(L1)3(dmf)2].4DMF.3CH3OH.2H2O,[Zn4(?4-O)(L1)3(dmf)2].4DMF.3CH3OH.2H2O,"Porous material, physical forces, single-crystal","Monoclinic, (C2) a = 32.768(7) ?, alpha = 90 deg. b = 39.312(8) ?, beta = 95.79(3) deg. c = 25.680(5) ?, gamma = 90 deg.","1. Angew. Chem. Int. Ed. 2005, 44, 72-75.","77K, 48 bar: 1.12%.",1.12,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00157g1.png']
[Zn4O(D2-tcppda)1.5].DMF.H2O,[Zn4O(D2-tcppda)1.5].DMF.H2O,"Porous material, physical forces, single-crystal","Cubic, (I4132) a = 38.3364(9) ?, alpha = 90 deg. b = 38.3364(9) ?, beta = 90 deg. c = 38.3364(9) ?, gamma = 90 deg.","1. Chem. Eur. J. 2006, 12, 3768 3768-3776.","77K, 1 bar: 0.8%.",0.8,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00156g1.png']
"Zn4(TRZ)4(2,6-NDC)2.2DMF.4H2O","Zn4(TRZ)4(2,6-NDC)2.2DMF.4H2O","Porous material, physical forces, single-crystal","Orthorhombic, (Pna21) a = 30.978(6) ?, alpha = 90 deg. b = 12.620(3) ?, beta = 90 deg. c = 13.339(3) ?, gamma = 90 deg.","1. Chem. Mater. 2007, 19, 1302-1308.","77K, 1 bar: 1.11%.",1.11,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00155g1.png']
[Zn3(OH)(p-CDC)2.5(DEF)4]n,[Zn3(OH)(p-CDC)2.5(DEF)4]n,"Porous material, physical forces, single-crystal","Orthorhombic, (Pbcn) a = 39.356(5) ?, alpha = 90 deg. b = 14.5154(18) ?, beta = 90 deg. c = 21.629(3) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2007, 129, 12680-12681","77K, 1 bar: 2.1%.",2.1,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00152g1.png']
"Zn4(TRZ)4(1,4-NDC)2.2DMF.2H2O","Zn4(TRZ)4(1,4-NDC)2.2DMF.2H2O","Porous material, physical forces, single-crystal","Monoclinic, (P21/n) a = 13.609(2) ?, alpha = 90 deg. b = 27.181(5) ?, beta = 92.46(1) deg. c = 13.617(3) ?, gamma = 90 deg.","1. Chem. Mater. 2007, 19, 1302-1308.","77K, 1 bar: 0.84%.",0.84,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00154g1.png']
[H2N(CH3)2][Zn3(TATB)2(HCOO)].[HN(CH3)2].3DMF.3H2O,[H2N(CH3)2][Zn3(TATB)2(HCOO)].[HN(CH3)2].3DMF.3H2O,"Porous material, physical forces, single-crystal","Tetragonal, (P4322) a = 17.8737(3) ?, alpha = 90 deg. b = 17.8737(3) ?, beta = 90 deg. c = 26.2972(7) ?, gamma = 90 deg.","1. Inorg. Chem. 2007, 46, 2725-2734","77K, 1 bar: 1.3%.",1.3,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00153g1.png']
Zn3(BDC)3[Cu(Pyen)],Zn3(BDC)3[Cu(Pyen)],"Porous material, physical forces, single-crystal","Monoclinic, (P21/c) a = 41.254(4) ?, alpha = 90 deg. b = 9.4592(9) ?, beta = 98.645(3) deg. c = 18.4138(16) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2008, 130, 6411-6423.","77K, 1 bar: 1.10%.",1.1,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00151g1.png']
Zn2(NDC)2(diPyNI),Zn2(NDC)2(diPyNI),"Porous material, physical forces, single-crystal","Monoclinic, (P21) a = 12.994(2) ?, alpha = 90 deg. b = 22.318(2) ?, beta = 102.582(2) deg. c = 13.091(2) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2007, 129, 9604-9605. 2. Inorg. Chem. 2005, 44, 4912-4914.","77K, 1 bar: 0.93%.",0.93,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00150g1.png']
Zn2(detkb),Zn2(detkb),"Porous material, physical forces, single-crystal","Monoclinic, (C2/c) a = 41.812(2) ?, alpha = 90 deg. b = 41.815(2) ?, beta = 109.607(3) deg. c = 31.156(2) ?, gamma = 90 deg.","1. Inorg. Chem. 2008, 47, 3955-3957.","77K, 1 bar: 0.2%.",0.2,Solovthermal,[]
Zn2(bpytc),Zn2(bpytc),"Porous material, physical forces, single-crystal","Tetragonal, (P42/mnm) a = 7.0649(4) ?, alpha = 90 deg. b = 7.0649(4) ?, beta = 90 deg. c = 19.775(2) ?, gamma = 90 deg.","1. J. Am. Chem. Soc. 2006, 128, 10745-10753.","77K, 4 bar: 1.08%; 298K, 4 bar: 0.057%.",1.08,Hydrothermal,['http://www.hydrsm.csdb.cn/chuqing/00148g1.png']
[Zn2(bdc)2(dabco)],[Zn2(bdc)2(dabco)],"Porous material, physical forces, single-crystal","Hexagonal, (P-3m1) a = 21.620(1) ?, alpha = 90 deg. b = 21.620(1) ?, beta = 90 deg. c = 9.628 (1) ?, gamma = 120 deg.","1. Inorg. Chem. 2007, 46, 4371-4373.","77K, 1 bar: 1.8%.",1.8,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00147g1.png']
[Zn2(tmbdc)2-(bpy)],[Zn2(tmbdc)2-(bpy)],"Porous material, physical forces, single-crystal","Tetragonal, (P4/mmm) a = 10.877(1) ?, alpha = 90 deg. b = 10.877(1) ?, beta = 90 deg. c = 13.964(3) ?, gamma = 90 deg.","1. Chem. Eur. J. 2005, 11, 3528-3529.","77K, 1 bar: 1.68%.",1.68,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00146g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00146g2.png']"
"[Zn2(2,6-ndc)2(bpy)]","[Zn2(2,6-ndc)2(bpy)]","Porous material, physical forces, single-crystal","Monoclinic, (C2/m) a = 10.458(3) ?, alpha = 90 deg. b = 19.896(7) ?, beta = 100.07(3) deg. c = 7.753(2) ?, gamma = 90 deg.","1. Chem. Eur. J. 2005, 11, 3528-3529.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00145g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00145g2.png']"
[Zn2-(tfbdc)2(dabco)],[Zn2-(tfbdc)2(dabco)],"Porous material, physical forces, single-crystal","Tetragonal, (P4/nbm) a = 15.451(1) ?, alpha = 90 deg. b = 15.451(1) ?, beta = 90 deg. c = 9.620(1) ?, gamma = 90 deg.","1. Chem. Eur. J. 2005, 11, 3528-3529.","77K, 1 bar: 1.78%.",1.78,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00143g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00143g2.png']"
"[Zn2(1,4-bdc)2(bpy)]","[Zn2(1,4-bdc)2(bpy)]","Porous material, physical forces, single-crystal","Triclinic, (P-1) a = 10.883(1) ?, alpha = 92.417(2) deg. b = 10.926(1) ?, beta = 90.099(2) deg. c = 14.066(2) ?, gamma = 101.723(2) deg.","1. Chem. Eur. J. 2005, 11, 3528-3529.",,,Solovthermal,"['http://www.hydrsm.csdb.cn/chuqing/00144g1.png', 'http://www.hydrsm.csdb.cn/chuqing/00144g2.png']"
"[Zn2(1,4-ndc)2(dabco)]","[Zn2(1,4-ndc)2(dabco)]","Porous material, physical forces, single-crystal","Tetragonal, (P4/mmm) a = 10.921(1) ?, alpha = 90 deg. b = 10.921(1) ?, beta = 90 deg. c = 9.611(1) ?, gamma = 90 deg.","1. Chem. Eur. J. 2005, 11, 3528-3529.","77K, 1 bar: 1.7%.",1.7,Solovthermal,['http://www.hydrsm.csdb.cn/chuqing/00142g1.png']
